w1,w2,w3,w4,w5,w6,w7,w8,doses,EM
0,0,0,0,0,404.40646,0,0,8932161,20
0,0,0,0,0,650.3138,0,0,7434284,86
0,0,0,0,0,1287.78,0,0,8022489,19
0,0,0,0,0,2059.7678,0,0,8877413,28
0,0,0,0,0,2342.516,0,0,7016256,33
0,0,0,0,0,2008.4612,0,0,4171100,18
0,0,0,0,0,1474.9155,0,0,4589135,62
0,0,0,0,0,840.60394,0,0,3949296,39
0,0,0,0,0,475.40292,0,0,3314760,54
0,0,0,0,0,277.8786,0,0,2587508,59
0,0,0,0,0,179.91597,0,0,2341308,63
0,0,0,0,0,130.4664,0,0,1909369,41
0,0,0,0,0,97.201775,0,0,1588802,40
0,0,0,0,0,86.74057,0,0,1339360,66
0,0,0,0,0,81.90524,0,0,1954000,12
0,0,0,0,0,0,81.32425,0,3502597,29
0,0,0,0,0,0,87.97868,0,3870540,23
0,0,0,0,0,0,105.47202,0,3150713,32
0,0,0,0,0,0,129.54074,0,3582110,43
0,0,0,0,0,0,161.74962,0,2960479,46
0,0,0,0,0,0,197.5189,0,2650519,40
0,0,0,0,0,0,259.7566,0,2610733,33
0,0,0,0,0,0,309.7177,0,2924924,28
0,0,0,0,0,0,305.7428,0,1962282,35
0,0,0,0,0,0,290.6621,0,1920577,31
0,0,0,0,0,0,303.95883,0,1187400,23
0,0,0,0,0,0,279.07614,0,1756885,59
0,0,0,0,0,0,303.86304,0,2493960,44
0,0,0,0,0,0,326.24063,0,1421546,68
0,0,0,0,0,0,318.77518,0,1634078,52
0,0,0,0,0,0,371.91983,0,2208688,37
0,0,0,0,0,0,377.66827,0,2196070,18
0,0,0,0,0,0,383.13773,0,542101,44
0,0,0,0,0,0,325.5237,0,1926870,86
0,0,0,0,0,0,287.46643,0,1425511,57
0,0,0,0,0,0,271.78174,0,1348981,44
0,0,0,0,0,0,255.17516,0,1075282,35
0,0,0,0,0,0,239.79245,0,673947,8
0,0,0,0,0,0,185.16832,0,2094557,84
0,0,0,0,0,0,168.28023,0,3391188,47
0,0,0,0,0,0,151.47246,0,3593664,66
0,0,0,0,0,0,132.22945,0,4433009,12
0,0,0,0,0,0,116.7334,0,3655982,56
0,0,0,0,0,0,102.0304,0,5050701,62
0,0,0,0,0,0,0,111.48564,3965893,56
0,0,0,0,0,0,0,106.72687,4041843,64
0,0,0,0,0,0,0,111.808136,5610894,47
0,0,0,0,0,0,0,118.33039,4285996,41
0,0,0,0,0,0,0,115.02054,2692357,43
0,0,0,0,0,0,0,125.55578,1777493,42
0,0,0,0,0,0,0,126.57136,2647149,51
0,0,0,0,0,0,0,193.33902,2473523,42
0,0,0,0,0,0,0,186.55911,1747758,31
0,0,0,0,0,0,0,212.49043,1674005,46
