w1,w2,w3,w4,w5,w6,w7,w8,doses,EM
0,0,0,0,0,81.90524,0,0,1954000,-57
0,0,0,0,0,0,81.32425,0,3502597,-76
0,0,0,0,0,0,87.97868,0,3870540,-37
0,0,0,0,0,0,105.47202,0,3150713,-9
0,0,0,0,0,0,129.54074,0,3582110,-41
0,0,0,0,0,0,161.74962,0,2960479,-22
0,0,0,0,0,0,197.5189,0,2650519,-27
0,0,0,0,0,0,259.7566,0,2610733,-16
0,0,0,0,0,0,309.7177,0,2924924,-4
0,0,0,0,0,0,305.7428,0,1962282,-5
0,0,0,0,0,0,290.6621,0,1920577,-17
0,0,0,0,0,0,303.95883,0,1187400,-30
0,0,0,0,0,0,279.07614,0,1756885,-13
0,0,0,0,0,0,303.86304,0,2493960,3
0,0,0,0,0,0,326.24063,0,1421546,2
0,0,0,0,0,0,318.77518,0,1634078,7
0,0,0,0,0,0,371.91983,0,2208688,-2
0,0,0,0,0,0,377.66827,0,2196070,8
0,0,0,0,0,0,383.13773,0,542101,81
0,0,0,0,0,0,325.5237,0,1926870,-17
0,0,0,0,0,0,287.46643,0,1425511,-40
0,0,0,0,0,0,271.78174,0,1348981,-15
0,0,0,0,0,0,255.17516,0,1075282,5
0,0,0,0,0,0,239.79245,0,673947,-5
0,0,0,0,0,0,185.16832,0,2094557,-25
0,0,0,0,0,0,168.28023,0,3391188,-44
0,0,0,0,0,0,151.47246,0,3593664,-14
0,0,0,0,0,0,132.22945,0,4433009,-27
0,0,0,0,0,0,116.7334,0,3655982,39
0,0,0,0,0,0,102.0304,0,5050701,17
0,0,0,0,0,0,0,111.48564,3965893,3
0,0,0,0,0,0,0,106.72687,4041843,26
0,0,0,0,0,0,0,111.808136,5610894,34
0,0,0,0,0,0,0,118.33039,4285996,13
0,0,0,0,0,0,0,115.02054,2692357,16
0,0,0,0,0,0,0,125.55578,1777493,21
0,0,0,0,0,0,0,126.57136,2647149,-38
0,0,0,0,0,0,0,193.33902,2473523,20
0,0,0,0,0,0,0,186.55911,1747758,17
0,0,0,0,0,0,0,212.49043,1674005,1
