w1,w2,w3,w4,w5,w6,w7,w8,doses,EM
0,0,164.14595,0,0,0,0,0,0,2385
0,0,204.03488,0,0,0,0,0,0,2414
0,0,272.70572,0,0,0,0,0,0,3832
0,0,333.44803,0,0,0,0,0,0,3870
0,0,445.54855,0,0,0,0,0,0,4974
0,0,500.8177,0,0,0,0,0,0,5664
0,0,470.31665,0,0,0,0,0,0,6476
0,0,576.2944,0,0,0,0,0,0,8066
0,0,620.9069,0,0,0,0,0,441650,7748
0,0,630.8587,0,0,0,0,0,1748764,7828
0,0,532.41504,0,0,0,0,0,2272646,4643
0,0,631.7337,0,0,0,0,0,3753569,6204
0,0,718.2522,0,0,0,0,0,5842021,5861
0,0,629.626,0,0,0,0,0,6479340,5074
0,0,492.24667,0,0,0,0,0,9039912,4051
0,0,423.43405,0,0,0,0,0,9460062,3124
0,0,338.64017,0,0,0,0,0,11603920,1445
0,0,259.37384,0,0,0,0,0,10647616,1009
0,0,185.29381,0,0,0,0,0,11516680,404
0,0,194.2835,0,0,0,0,0,15106143,-447
0,0,0,167.8724,0,0,0,0,17791178,-840
0,0,0,159.79834,0,0,0,0,15737996,-962
0,0,0,160.50732,0,0,0,0,18739238,-1071
0,0,0,180.1088,0,0,0,0,21507687,-1475
0,0,0,185.26411,0,0,0,0,21779287,-652
0,0,0,195.7065,0,0,0,0,22404204,-1090
0,0,0,197.60255,0,0,0,0,19768547,-500
0,0,0,155.63853,0,0,0,0,17823011,-308
0,0,0,138.37022,0,0,0,0,13883734,-368
0,0,0,113.74645,0,0,0,0,13485137,-173
0,0,0,92.02304,0,0,0,0,13108881,-16
0,0,0,70.54348,0,0,0,0,9763827,-182
0,0,0,57.528255,0,0,0,0,6563680,-83
0,0,0,40.55316,0,0,0,0,7843998,-277
0,0,0,39.660553,0,0,0,0,9005069,-97
0,0,0,33.861088,0,0,0,0,5005306,230
0,0,0,0,37.733112,0,0,0,7847448,277
0,0,0,0,40.45403,0,0,0,3594853,260
0,0,0,0,125.67624,0,0,0,3674044,276
0,0,0,0,102.52649,0,0,0,3800524,782
0,0,0,0,165.5957,0,0,0,4600494,1110
0,0,0,0,247.55533,0,0,0,4986722,1942
0,0,0,0,342.29718,0,0,0,5141637,2120
0,0,0,0,384.81082,0,0,0,5915739,2838
0,0,0,0,433.21805,0,0,0,6227306,3002
0,0,0,0,457.71594,0,0,0,6577054,3101
0,0,0,0,478.26273,0,0,0,4983296,3046
0,0,0,0,428.78262,0,0,0,5439070,2867
0,0,0,0,412.9649,0,0,0,4461399,2405
0,0,0,0,337.3351,0,0,0,5317594,2697
0,0,0,0,306.55426,0,0,0,7128957,2116
0,0,0,0,277.0755,0,0,0,5627721,1942
0,0,0,0,235.84598,0,0,0,5409208,1695
0,0,0,0,193.27377,0,0,0,7801514,1762
0,0,0,0,0,218.4731,0,0,8784825,1759
0,0,0,0,0,216.42896,0,0,9591953,2319
0,0,0,0,0,247.84729,0,0,10921127,1639
0,0,0,0,0,275.62698,0,0,4492149,1924
0,0,0,0,0,257.57147,0,0,14069045,2452
0,0,0,0,0,320.12955,0,0,14179188,2392
0,0,0,0,0,349.00473,0,0,10936559,1717
0,0,0,0,0,404.40646,0,0,8932161,1651
0,0,0,0,0,650.3138,0,0,7434284,2119
0,0,0,0,0,1287.78,0,0,8022489,2243
0,0,0,0,0,2059.7678,0,0,8877413,4236
0,0,0,0,0,2342.516,0,0,7016256,5270
0,0,0,0,0,2008.4612,0,0,4171100,5274
0,0,0,0,0,1474.9155,0,0,4589135,4536
0,0,0,0,0,840.60394,0,0,3949296,3088
0,0,0,0,0,475.40292,0,0,3314760,1380
0,0,0,0,0,277.8786,0,0,2587508,209
0,0,0,0,0,179.91597,0,0,2341308,289
0,0,0,0,0,130.4664,0,0,1909369,-768
0,0,0,0,0,97.201775,0,0,1588802,-754
0,0,0,0,0,86.74057,0,0,1339360,-1367
0,0,0,0,0,81.90524,0,0,1954000,-920
0,0,0,0,0,0,81.32425,0,3502597,-798
0,0,0,0,0,0,87.97868,0,3870540,-749
0,0,0,0,0,0,105.47202,0,3150713,-847
0,0,0,0,0,0,129.54074,0,3582110,-294
0,0,0,0,0,0,161.74962,0,2960479,74
0,0,0,0,0,0,197.5189,0,2650519,515
0,0,0,0,0,0,259.7566,0,2610733,401
0,0,0,0,0,0,309.7177,0,2924924,419
0,0,0,0,0,0,305.7428,0,1962282,970
0,0,0,0,0,0,290.6621,0,1920577,674
0,0,0,0,0,0,303.95883,0,1187400,645
0,0,0,0,0,0,279.07614,0,1756885,1000
0,0,0,0,0,0,303.86304,0,2493960,1228
0,0,0,0,0,0,326.24063,0,1421546,994
0,0,0,0,0,0,318.77518,0,1634078,1171
0,0,0,0,0,0,371.91983,0,2208688,1948
0,0,0,0,0,0,377.66827,0,2196070,1614
0,0,0,0,0,0,383.13773,0,542101,1780
0,0,0,0,0,0,325.5237,0,1926870,1388
0,0,0,0,0,0,287.46643,0,1425511,1700
0,0,0,0,0,0,271.78174,0,1348981,1426
0,0,0,0,0,0,255.17516,0,1075282,1147
0,0,0,0,0,0,239.79245,0,673947,1399
0,0,0,0,0,0,185.16832,0,2094557,1039
0,0,0,0,0,0,168.28023,0,3391188,1031
0,0,0,0,0,0,151.47246,0,3593664,1152
0,0,0,0,0,0,132.22945,0,4433009,1246
0,0,0,0,0,0,116.7334,0,3655982,1327
0,0,0,0,0,0,102.0304,0,5050701,1229
0,0,0,0,0,0,0,111.48564,3965893,1384
0,0,0,0,0,0,0,106.72687,4041843,1145
0,0,0,0,0,0,0,111.808136,5610894,1109
0,0,0,0,0,0,0,118.33039,4285996,766
0,0,0,0,0,0,0,115.02054,2692357,2086
0,0,0,0,0,0,0,125.55578,1777493,2037
0,0,0,0,0,0,0,126.57136,2647149,2316
0,0,0,0,0,0,0,193.33902,2473523,2118
0,0,0,0,0,0,0,186.55911,1747758,2414
0,0,0,0,0,0,0,212.49043,1674005,2965
