w1,w2,w3,w4,w5,w6,w7,w8,doses,EM
0,0,718.2522,0,0,0,0,0,5842021,1033
0,0,629.626,0,0,0,0,0,6479340,1015
0,0,492.24667,0,0,0,0,0,9039912,955
0,0,423.43405,0,0,0,0,0,9460062,779
0,0,338.64017,0,0,0,0,0,11603920,722
0,0,259.37384,0,0,0,0,0,10647616,505
0,0,185.29381,0,0,0,0,0,11516680,344
0,0,194.2835,0,0,0,0,0,15106143,322
0,0,0,167.8724,0,0,0,0,17791178,165
0,0,0,159.79834,0,0,0,0,15737996,98
0,0,0,160.50732,0,0,0,0,18739238,303
0,0,0,180.1088,0,0,0,0,21507687,180
0,0,0,185.26411,0,0,0,0,21779287,378
0,0,0,195.7065,0,0,0,0,22404204,357
0,0,0,197.60255,0,0,0,0,19768547,528
0,0,0,155.63853,0,0,0,0,17823011,370
0,0,0,138.37022,0,0,0,0,13883734,421
0,0,0,113.74645,0,0,0,0,13485137,327
0,0,0,92.02304,0,0,0,0,13108881,261
0,0,0,70.54348,0,0,0,0,9763827,349
0,0,0,57.528255,0,0,0,0,6563680,332
0,0,0,40.55316,0,0,0,0,7843998,367
0,0,0,39.660553,0,0,0,0,9005069,285
0,0,0,33.861088,0,0,0,0,5005306,194
0,0,0,0,37.733112,0,0,0,7847448,281
0,0,0,0,40.45403,0,0,0,3594853,223
0,0,0,0,125.67624,0,0,0,3674044,264
0,0,0,0,102.52649,0,0,0,3800524,372
0,0,0,0,165.5957,0,0,0,4600494,470
0,0,0,0,247.55533,0,0,0,4986722,809
0,0,0,0,342.29718,0,0,0,5141637,1000
0,0,0,0,384.81082,0,0,0,5915739,1426
0,0,0,0,433.21805,0,0,0,6227306,1686
0,0,0,0,457.71594,0,0,0,6577054,1649
0,0,0,0,478.26273,0,0,0,4983296,1667
0,0,0,0,428.78262,0,0,0,5439070,1672
0,0,0,0,412.9649,0,0,0,4461399,1471
0,0,0,0,337.3351,0,0,0,5317594,1519
0,0,0,0,306.55426,0,0,0,7128957,1250
0,0,0,0,277.0755,0,0,0,5627721,984
0,0,0,0,235.84598,0,0,0,5409208,847
0,0,0,0,193.27377,0,0,0,7801514,864
0,0,0,0,0,218.4731,0,0,8784825,713
0,0,0,0,0,216.42896,0,0,9591953,680
0,0,0,0,0,247.84729,0,0,10921127,617
0,0,0,0,0,275.62698,0,0,4492149,633
0,0,0,0,0,257.57147,0,0,14069045,720
0,0,0,0,0,320.12955,0,0,14179188,869
0,0,0,0,0,349.00473,0,0,10936559,787
0,0,0,0,0,404.40646,0,0,8932161,873
0,0,0,0,0,650.3138,0,0,7434284,898
0,0,0,0,0,1287.78,0,0,8022489,1115
0,0,0,0,0,2059.7678,0,0,8877413,1219
0,0,0,0,0,2342.516,0,0,7016256,1329
0,0,0,0,0,2008.4612,0,0,4171100,1180
0,0,0,0,0,1474.9155,0,0,4589135,980
0,0,0,0,0,840.60394,0,0,3949296,743
0,0,0,0,0,475.40292,0,0,3314760,427
0,0,0,0,0,277.8786,0,0,2587508,203
0,0,0,0,0,179.91597,0,0,2341308,230
0,0,0,0,0,130.4664,0,0,1909369,49
0,0,0,0,0,97.201775,0,0,1588802,-101
0,0,0,0,0,86.74057,0,0,1339360,-125
0,0,0,0,0,81.90524,0,0,1954000,-81
0,0,0,0,0,0,81.32425,0,3502597,-101
0,0,0,0,0,0,87.97868,0,3870540,-49
0,0,0,0,0,0,105.47202,0,3150713,-12
0,0,0,0,0,0,129.54074,0,3582110,-148
0,0,0,0,0,0,161.74962,0,2960479,-108
0,0,0,0,0,0,197.5189,0,2650519,-47
0,0,0,0,0,0,259.7566,0,2610733,-92
0,0,0,0,0,0,309.7177,0,2924924,25
0,0,0,0,0,0,305.7428,0,1962282,110
0,0,0,0,0,0,290.6621,0,1920577,12
0,0,0,0,0,0,303.95883,0,1187400,-17
0,0,0,0,0,0,279.07614,0,1756885,83
0,0,0,0,0,0,303.86304,0,2493960,7
0,0,0,0,0,0,326.24063,0,1421546,79
0,0,0,0,0,0,318.77518,0,1634078,31
0,0,0,0,0,0,371.91983,0,2208688,176
0,0,0,0,0,0,377.66827,0,2196070,-30
0,0,0,0,0,0,383.13773,0,542101,44
0,0,0,0,0,0,325.5237,0,1926870,-19
0,0,0,0,0,0,287.46643,0,1425511,-67
0,0,0,0,0,0,271.78174,0,1348981,39
0,0,0,0,0,0,255.17516,0,1075282,80
0,0,0,0,0,0,239.79245,0,673947,-60
0,0,0,0,0,0,185.16832,0,2094557,9
0,0,0,0,0,0,168.28023,0,3391188,73
0,0,0,0,0,0,151.47246,0,3593664,-33
0,0,0,0,0,0,132.22945,0,4433009,-33
0,0,0,0,0,0,116.7334,0,3655982,-68
0,0,0,0,0,0,102.0304,0,5050701,-19
0,0,0,0,0,0,0,111.48564,3965893,40
0,0,0,0,0,0,0,106.72687,4041843,88
0,0,0,0,0,0,0,111.808136,5610894,-8
0,0,0,0,0,0,0,118.33039,4285996,85
0,0,0,0,0,0,0,115.02054,2692357,98
0,0,0,0,0,0,0,125.55578,1777493,61
0,0,0,0,0,0,0,126.57136,2647149,174
0,0,0,0,0,0,0,193.33902,2473523,93
0,0,0,0,0,0,0,186.55911,1747758,113
0,0,0,0,0,0,0,212.49043,1674005,204
