w1,w2,w3,w4,w5,w6,w7,w8,doses,EM
0,0,0,0,0,0,0,0,0,-268
0,0,0,0,0,0,0,0,0,-148
0,0,0,0,0,0,0,0,0,-183
0,0,0,0,0,0,0,0,0,-80
0,0,0,0,0,0,0,0,0,-205
0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,-112
0,0,0,0,0,0,0,0,0,143
0,0,0,0,0,0,0,0,0,188
0.021750603,0,0,0,0,0,0,0,0,338
0.30199876,0,0,0,0,0,0,0,0,293
2.7025125,0,0,0,0,0,0,0,0,455
18.407284,0,0,0,0,0,0,0,0,1035
50.968773,0,0,0,0,0,0,0,0,2186
78.81875,0,0,0,0,0,0,0,0,3181
91.47091,0,0,0,0,0,0,0,0,3363
80.25638,0,0,0,0,0,0,0,0,2861
88.03975,0,0,0,0,0,0,0,0,1962
80.7236,0,0,0,0,0,0,0,0,1839
73.03183,0,0,0,0,0,0,0,0,1496
70.46233,0,0,0,0,0,0,0,0,1024
67.94679,0,0,0,0,0,0,0,0,953
62.705734,0,0,0,0,0,0,0,0,684
0,61.038467,0,0,0,0,0,0,0,794
0,65.81565,0,0,0,0,0,0,0,712
0,80.98795,0,0,0,0,0,0,0,818
0,116.57571,0,0,0,0,0,0,0,945
0,146.53256,0,0,0,0,0,0,0,1105
0,179.7587,0,0,0,0,0,0,0,1428
0,195.19536,0,0,0,0,0,0,0,1726
0,192.37572,0,0,0,0,0,0,0,1787
0,175.32492,0,0,0,0,0,0,0,1797
0,153.42542,0,0,0,0,0,0,0,1751
0,149.38565,0,0,0,0,0,0,0,1542
0,126.285675,0,0,0,0,0,0,0,1364
0,122.86121,0,0,0,0,0,0,0,1158
0,0,122.58807,0,0,0,0,0,0,906
0,0,101.85724,0,0,0,0,0,0,1159
0,0,118.93774,0,0,0,0,0,0,1132
0,0,127.88058,0,0,0,0,0,0,921
0,0,127.26738,0,0,0,0,0,0,1260
0,0,146.14189,0,0,0,0,0,0,1112
0,0,164.14595,0,0,0,0,0,0,1256
0,0,204.03488,0,0,0,0,0,0,1275
0,0,272.70572,0,0,0,0,0,0,2050
0,0,333.44803,0,0,0,0,0,0,2098
0,0,445.54855,0,0,0,0,0,0,2427
0,0,500.8177,0,0,0,0,0,0,2647
0,0,470.31665,0,0,0,0,0,0,3197
0,0,576.2944,0,0,0,0,0,0,3594
0,0,620.9069,0,0,0,0,0,441650,3614
0,0,630.8587,0,0,0,0,0,1748764,3709
0,0,532.41504,0,0,0,0,0,2272646,2418
0,0,631.7337,0,0,0,0,0,3753569,3539
0,0,718.2522,0,0,0,0,0,5842021,3751
0,0,629.626,0,0,0,0,0,6479340,3076
0,0,492.24667,0,0,0,0,0,9039912,2611
0,0,423.43405,0,0,0,0,0,9460062,2209
0,0,338.64017,0,0,0,0,0,11603920,1625
0,0,259.37384,0,0,0,0,0,10647616,1259
0,0,185.29381,0,0,0,0,0,11516680,945
0,0,194.2835,0,0,0,0,0,15106143,737
0,0,0,167.8724,0,0,0,0,17791178,442
0,0,0,159.79834,0,0,0,0,15737996,356
0,0,0,160.50732,0,0,0,0,18739238,433
0,0,0,180.1088,0,0,0,0,21507687,213
0,0,0,185.26411,0,0,0,0,21779287,436
0,0,0,195.7065,0,0,0,0,22404204,160
0,0,0,197.60255,0,0,0,0,19768547,548
0,0,0,155.63853,0,0,0,0,17823011,600
0,0,0,138.37022,0,0,0,0,13883734,359
0,0,0,113.74645,0,0,0,0,13485137,446
0,0,0,92.02304,0,0,0,0,13108881,608
0,0,0,70.54348,0,0,0,0,9763827,534
0,0,0,57.528255,0,0,0,0,6563680,585
0,0,0,40.55316,0,0,0,0,7843998,579
0,0,0,39.660553,0,0,0,0,9005069,600
0,0,0,33.861088,0,0,0,0,5005306,632
0,0,0,0,37.733112,0,0,0,7847448,530
0,0,0,0,40.45403,0,0,0,3594853,674
0,0,0,0,125.67624,0,0,0,3674044,514
0,0,0,0,102.52649,0,0,0,3800524,825
0,0,0,0,165.5957,0,0,0,4600494,1109
0,0,0,0,247.55533,0,0,0,4986722,1364
0,0,0,0,342.29718,0,0,0,5141637,1580
0,0,0,0,384.81082,0,0,0,5915739,1943
0,0,0,0,433.21805,0,0,0,6227306,2102
0,0,0,0,457.71594,0,0,0,6577054,2347
0,0,0,0,478.26273,0,0,0,4983296,2039
0,0,0,0,428.78262,0,0,0,5439070,2258
0,0,0,0,412.9649,0,0,0,4461399,2088
0,0,0,0,337.3351,0,0,0,5317594,1832
0,0,0,0,306.55426,0,0,0,7128957,1378
0,0,0,0,277.0755,0,0,0,5627721,1663
0,0,0,0,235.84598,0,0,0,5409208,1716
0,0,0,0,193.27377,0,0,0,7801514,1537
0,0,0,0,0,218.4731,0,0,8784825,1499
0,0,0,0,0,216.42896,0,0,9591953,1697
0,0,0,0,0,247.84729,0,0,10921127,1609
0,0,0,0,0,275.62698,0,0,4492149,1508
0,0,0,0,0,257.57147,0,0,14069045,1826
0,0,0,0,0,320.12955,0,0,14179188,1903
0,0,0,0,0,349.00473,0,0,10936559,1751
0,0,0,0,0,404.40646,0,0,8932161,1760
0,0,0,0,0,650.3138,0,0,7434284,1858
0,0,0,0,0,1287.78,0,0,8022489,2130
0,0,0,0,0,2059.7678,0,0,8877413,2905
0,0,0,0,0,2342.516,0,0,7016256,3266
0,0,0,0,0,2008.4612,0,0,4171100,3464
0,0,0,0,0,1474.9155,0,0,4589135,3013
0,0,0,0,0,840.60394,0,0,3949296,2539
0,0,0,0,0,475.40292,0,0,3314760,1593
0,0,0,0,0,277.8786,0,0,2587508,1149
0,0,0,0,0,179.91597,0,0,2341308,964
0,0,0,0,0,130.4664,0,0,1909369,564
0,0,0,0,0,97.201775,0,0,1588802,526
0,0,0,0,0,86.74057,0,0,1339360,525
0,0,0,0,0,81.90524,0,0,1954000,371
0,0,0,0,0,0,81.32425,0,3502597,369
0,0,0,0,0,0,87.97868,0,3870540,437
0,0,0,0,0,0,105.47202,0,3150713,461
0,0,0,0,0,0,129.54074,0,3582110,607
0,0,0,0,0,0,161.74962,0,2960479,649
0,0,0,0,0,0,197.5189,0,2650519,713
0,0,0,0,0,0,259.7566,0,2610733,908
0,0,0,0,0,0,309.7177,0,2924924,758
0,0,0,0,0,0,305.7428,0,1962282,932
0,0,0,0,0,0,290.6621,0,1920577,881
0,0,0,0,0,0,303.95883,0,1187400,1034
0,0,0,0,0,0,279.07614,0,1756885,1105
0,0,0,0,0,0,303.86304,0,2493960,934
0,0,0,0,0,0,326.24063,0,1421546,1053
0,0,0,0,0,0,318.77518,0,1634078,1076
0,0,0,0,0,0,371.91983,0,2208688,1217
0,0,0,0,0,0,377.66827,0,2196070,1219
0,0,0,0,0,0,383.13773,0,542101,1370
0,0,0,0,0,0,325.5237,0,1926870,1170
0,0,0,0,0,0,287.46643,0,1425511,1260
0,0,0,0,0,0,271.78174,0,1348981,1333
0,0,0,0,0,0,255.17516,0,1075282,1149
0,0,0,0,0,0,239.79245,0,673947,1117
0,0,0,0,0,0,185.16832,0,2094557,1137
0,0,0,0,0,0,168.28023,0,3391188,1155
0,0,0,0,0,0,151.47246,0,3593664,1199
0,0,0,0,0,0,132.22945,0,4433009,1162
0,0,0,0,0,0,116.7334,0,3655982,1140
0,0,0,0,0,0,102.0304,0,5050701,1131
0,0,0,0,0,0,0,111.48564,3965893,1170
0,0,0,0,0,0,0,106.72687,4041843,1333
0,0,0,0,0,0,0,111.808136,5610894,1220
0,0,0,0,0,0,0,118.33039,4285996,1247
0,0,0,0,0,0,0,115.02054,2692357,1585
0,0,0,0,0,0,0,125.55578,1777493,1879
0,0,0,0,0,0,0,126.57136,2647149,1855
0,0,0,0,0,0,0,193.33902,2473523,1660
0,0,0,0,0,0,0,186.55911,1747758,1907
0,0,0,0,0,0,0,212.49043,1674005,2085
